cluster,cluster_name,method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_score_drop_a,mean_score_drop_b,n_samples,n_datasets
2,Short / moderately rough,hydra,tshap_zero,0.05,0.03747427952874514,0.0,0.047,0.23010596481634255,0.26189733524045733,200,10
2,Short / moderately rough,hydra,tshap_zero,0.1,0.07442249623728914,0.0,0.09266666666666667,0.29656051148240564,0.37840103130951996,200,10
2,Short / moderately rough,hydra,tshap_zero,0.2,0.15346195060478973,0.0,0.1871007860040568,0.42264203416877827,0.5415128775552168,200,10
2,Short / moderately rough,shapley_sampling,feature_ablation,0.05,0.325,0.0,0.325,0.22045489328482193,0.313530304441446,200,10
2,Short / moderately rough,shapley_sampling,feature_ablation,0.1,0.35175990675990676,0.0,0.375,0.3073638354427684,0.3580194158031896,200,10
2,Short / moderately rough,shapley_sampling,feature_ablation,0.2,0.40089127563047,0.3333333333333333,0.460287178392228,0.3841280401737809,0.46842511272933934,200,10
2,Short / moderately rough,shapley_sampling,mrsqm,0.05,0.04,0.0,0.04,0.22045489328482193,0.0699297750808479,200,10
2,Short / moderately rough,shapley_sampling,mrsqm,0.1,0.054974358974358976,0.0,0.06375,0.3073638354427684,0.10530450033141942,200,10
2,Short / moderately rough,shapley_sampling,mrsqm,0.2,0.11514737006258638,0.0,0.14071888011102807,0.3841280401737809,0.2349255625142174,200,10
2,Short / moderately rough,shapley_sampling,tshap_centroid,0.05,0.10130895604149069,0.0,0.12063095238095238,0.22045489328482193,0.30076302043207526,200,10
2,Short / moderately rough,shapley_sampling,tshap_centroid,0.1,0.13692325212561443,0.0,0.16798214285714283,0.3073638354427684,0.4437523050401216,200,10
2,Short / moderately rough,shapley_sampling,tshap_centroid,0.2,0.2524789906364904,0.0,0.30839664291306357,0.3841280401737809,0.6027401005486435,200,10
2,Short / moderately rough,shapley_sampling,tshap_train,0.05,0.09876708426592326,0.0,0.1195,0.22045489328482193,0.3215588466776483,200,10
2,Short / moderately rough,shapley_sampling,tshap_train,0.1,0.16787735535481335,0.0,0.2042142857142857,0.3073638354427684,0.4534373685526185,200,10
2,Short / moderately rough,shapley_sampling,tshap_train,0.2,0.23901970726547245,0.0,0.2881415541261877,0.3841280401737809,0.6470479798563881,200,10
2,Short / moderately rough,shapley_sampling,tshap_zero,0.05,0.06809524466761309,0.0,0.08241666666666667,0.22045489328482193,0.26189733524045733,200,10
2,Short / moderately rough,shapley_sampling,tshap_zero,0.1,0.08997394902760984,0.0,0.111625,0.3073638354427684,0.37840103130951996,200,10
2,Short / moderately rough,shapley_sampling,tshap_zero,0.2,0.13828734406238888,0.0,0.17278502321981423,0.3841280401737809,0.5415128775552168,200,10
2,Short / moderately rough,tshap_centroid,mrsqm,0.05,0.0005555555555555556,0.0,0.001,0.30076302043207526,0.0699297750808479,200,10
2,Short / moderately rough,tshap_centroid,mrsqm,0.1,0.048508128982477174,0.0,0.061,0.4437523050401216,0.10530450033141942,200,10
2,Short / moderately rough,tshap_centroid,mrsqm,0.2,0.09593232062467863,0.0,0.11088093395252838,0.6027401005486435,0.2349255625142174,200,10
2,Short / moderately rough,tshap_centroid,tshap_train,0.05,0.5080799552185001,0.6,0.561202380952381,0.30076302043207526,0.3215588466776483,200,10
2,Short / moderately rough,tshap_centroid,tshap_train,0.1,0.5975501589083114,0.7777777777777778,0.6478571428571429,0.4437523050401216,0.4534373685526185,200,10
2,Short / moderately rough,tshap_centroid,tshap_train,0.2,0.622431097454173,0.7844112769485904,0.6770969627415394,0.6027401005486435,0.6470479798563881,200,10
2,Short / moderately rough,tshap_centroid,tshap_zero,0.05,0.13514950980392157,0.0,0.15383333333333332,0.30076302043207526,0.26189733524045733,200,10
2,Short / moderately rough,tshap_centroid,tshap_zero,0.1,0.1572193970509232,0.0,0.19158333333333336,0.4437523050401216,0.37840103130951996,200,10
2,Short / moderately rough,tshap_centroid,tshap_zero,0.2,0.26554258166408756,0.0,0.310412725525782,0.6027401005486435,0.5415128775552168,200,10
2,Short / moderately rough,tshap_train,mrsqm,0.05,0.0,0.0,0.0,0.3215588466776483,0.0699297750808479,200,10
2,Short / moderately rough,tshap_train,mrsqm,0.1,0.07376592910635464,0.0,0.09091666666666667,0.4534373685526185,0.10530450033141942,200,10
2,Short / moderately rough,tshap_train,mrsqm,0.2,0.12056973077660775,0.0,0.13788203044375646,0.6470479798563881,0.2349255625142174,200,10
2,Short / moderately rough,tshap_zero,mrsqm,0.05,0.000714285714285714,0.0,0.00125,0.26189733524045733,0.0699297750808479,200,10
2,Short / moderately rough,tshap_zero,mrsqm,0.1,0.15457140258880886,0.0,0.19808333333333333,0.37840103130951996,0.10530450033141942,200,10
